Дата замера	дата замера	Ртр МПа	Туст °С	газ м3/сут	конд-т м3/сут	вода м3/сут	ID	Куст	Группа
2019-01-14	2015-01-14	5.1	68	331140	0	2.858	1026	КП 16	Хаузак
2019-01-15	2015-01-15	5.1	69	331536	0.031	2.84	1026	КП 16	Хаузак
2019-01-29	2015-01-29	5.1	69	337559	0.058	2.858	1026	КП 16	Хаузак
2019-01-30	2015-01-30	5.1	69	337389	0.054	2.889	1026	КП 16	Хаузак
2019-01-31	2015-01-31	5.1	69	337354	0.048	2.886	1026	КП 16	Хаузак
2019-02-05	2015-02-05	5.3	69	337118	0.035	2.654	1026	КП 16	Хаузак
2019-02-08	2015-02-08	5.2	69	339920	0.113	2.964	1026	КП 16	Хаузак
2019-02-09	2015-02-09	5.2	69	333543	0.034	3.718	1026	КП 16	Хаузак
2019-02-10	2015-02-10	5.2	69	333543	0.155	3.7	1026	КП 16	Хаузак
2019-02-11	2015-02-11	5	69	333500	0.103	3.7	1026	КП 16	Хаузак
2019-02-12	2015-02-12	5.2	69	343140	0.103	5.068	1026	КП 16	Хаузак
2019-02-18	2015-02-18	5.3	70	345342	0.026	4.028	1026	КП 16	Хаузак
2019-02-23	2015-02-23	5.3	68	345400	0.11	4.678	1026	КП 16	Хаузак
2019-02-24	2015-02-24	5.1	68	342579	0.081	4.663	1026	КП 16	Хаузак
2019-02-28	2015-02-28	5.1	68	334947	0.092	4.756	1026	КП 16	Хаузак
2019-03-01	2015-03-01	5	68	337384	0.065	4.888	1026	КП 16	Хаузак
2019-03-02	2015-03-02	5.2	68	340002	0.063	4.708	1026	КП 16	Хаузак
2019-03-11	2015-03-11	5.4	68	342570	0.034	5.08	1026	КП 16	Хаузак
2019-03-12	2015-03-12	5.4	67	333120	0.043	5.024	1026	КП 16	Хаузак
2019-03-13	2015-03-13	5.4	68	333250	0.02	5.329	1026	КП 16	Хаузак
2019-03-20	2015-03-20	5.3	69	337890	0.6	5.25	1026	КП 16	Хаузак
2019-03-29	2015-03-29	5.2	68	338942	0.045	5.336	1026	КП 16	Хаузак
2019-03-30	2015-03-30	5.3	68	334397	0.061	5.233	1026	КП 16	Хаузак
2019-04-05	2015-04-05	5.2	68	338548	0.042	4.021	1026	КП 16	Хаузак
2019-04-14	2015-04-14	5.3	69	337000	0.039	3.871	1026	КП 16	Хаузак
2019-04-15	2015-04-15	5.3	69	336786	0.055	3.878	1026	КП 16	Хаузак
2019-04-24	2015-04-24	5.1	69	338598	0.071	3.875	1026	КП 16	Хаузак
2019-04-25	2015-04-25	5.3	69	338649	0.057	3.89	1026	КП 16	Хаузак
2019-04-26	2015-04-26	5.2	69	343860	0.055	3.887	1026	КП 16	Хаузак
2019-04-27	2015-04-27	5.2	69	336155	0.052	3.882	1026	КП 16	Хаузак
2019-05-01	2015-05-01	5.3	69	327447	0.052	4.556	1026	КП 16	Хаузак
2019-05-02	2015-05-02	5.3	69	324120	0.21	4.72	1026	КП 16	Хаузак
2019-05-04	2015-05-04	5.3	68	330040	0.3	6.003	1026	КП 16	Хаузак
2019-05-05	2015-05-05	5.3	69	327580	0.312	5.52	1026	КП 16	Хаузак
2019-05-12	2015-05-12	5.6	68	323330	0.034	4.629	1026	КП 16	Хаузак
2019-05-13	2015-05-13	5.6	67	324170	0.036	4.61	1026	КП 16	Хаузак
2019-05-29	2015-05-29	5.3	68	318578	0.154	3.083	1026	КП 16	Хаузак
2019-05-30	2015-05-30	5.4	69	312985	0.081	3.735	1026	КП 16	Хаузак
2019-05-31	2015-05-31	5.4	69	312610	0.07	3.927	1026	КП 16	Хаузак
2019-06-02	2015-06-02	5.5	69	310258	0.066	4.286	1026	КП 16	Хаузак
2019-06-03	2015-06-03	5.8	48	285900	0.038	4.585	1026	КП 16	Хаузак
2019-06-04	2015-06-04	5.5	68	306234	0.104	2.706	1026	КП 16	Хаузак
2019-06-12	2015-06-12	6.8	67	236308	0.1	2.544	1026	КП 16	Хаузак
2019-06-13	2015-06-13	6.6	67	236008	0.152	2.56	1026	КП 16	Хаузак
2019-06-22	2015-06-22	6.6	67	236550	0.159	2.695	1026	КП 16	Хаузак
2019-06-23	2015-06-23	6.6	67	237097	0.181	2.691	1026	КП 16	Хаузак
2019-06-24	2015-06-24	6.6	67	237055	0.185	2.676	1026	КП 16	Хаузак
2019-07-10	2015-07-10	6.5	68	253800	0.06	2.94	1026	КП 16	Хаузак
2019-07-15	2015-07-15	6.3	68	255813	0.113	2.944	1026	КП 16	Хаузак
2019-07-16	2015-07-16	6.2	68	230438	1	1	1026	КП 16	Хаузак
2019-07-17	2015-07-17	6.3	68	247333	0.337	2.871	1026	КП 16	Хаузак
2019-07-24	2015-07-24	6.3	67	249864	0.16	2.9	1026	КП 16	Хаузак
2019-07-25	2015-07-25	6.3	67	247365	0.172	2.829	1026	КП 16	Хаузак
2019-08-03	2015-08-03	6.5	68	235500	0.156	2.701	1026	КП 16	Хаузак
2019-08-04	2015-08-04	6.5	68	235004	0.182	2.697	1026	КП 16	Хаузак
2019-08-19	2015-08-19	6.1	67	255816	0.164	3.041	1026	КП 16	Хаузак
2019-08-20	2015-08-20	6.1	67	255477	0.173	2.999	1026	КП 16	Хаузак
2019-08-21	2015-08-21	6.1	67	255726	0.17	3	1026	КП 16	Хаузак
2019-08-30	2015-08-30	5.9	67	261821	0.097	2.955	1026	КП 16	Хаузак
2019-08-31	2015-08-31	5.9	67	261680	0.128	2.954	1026	КП 16	Хаузак
2019-09-01	2015-09-01	6.2	67	240000	0.171	2.39	1026	КП 16	Хаузак
2019-09-02	2015-09-02	6.2	67	279800	0.405	2.08	1026	КП 16	Хаузак
2019-09-03	2015-09-03	5.7	67	281880	0.417	1.879	1026	КП 16	Хаузак
2019-09-22	2015-09-22	6.3	67	279694	0.134	2.989	1026	КП 16	Хаузак
2019-09-23	2015-09-23	6.3	67	281456	0.151	3.013	1026	КП 16	Хаузак
2019-10-02	2015-10-02	5.4	68	301668	0.064	3.189	1026	КП 16	Хаузак
2019-10-09	2015-10-09	5.6	67	300582	0.114	3.113	1026	КП 16	Хаузак
2019-10-10	2015-10-10	5.8	68	300583	0.102	3.11	1026	КП 16	Хаузак
2019-10-16	2015-10-16	5.8	68	302041	0.03	3.169	1026	КП 16	Хаузак
2019-10-21	2015-10-21	5.8	68	301020	0.088	3.048	1026	КП 16	Хаузак
2019-10-26	2015-10-26	5.8	68	299160	0.066	2.968	1026	КП 16	Хаузак
2019-11-01	2015-11-01	5.4	68	297789	0.129	3.042	1026	КП 16	Хаузак
2019-11-02	2015-11-02	5.6	68	297580	0.133	3.032	1026	КП 16	Хаузак
2019-11-12	2015-11-12	5.6	68	295756	0.03	3.094	1026	КП 16	Хаузак
2019-11-13	2015-11-13	5.3	68	303962	0.049	3.098	1026	КП 16	Хаузак
2019-11-22	2015-11-22	5.2	69	304690	0.047	3.075	1026	КП 16	Хаузак
2019-11-23	2015-11-23	5.2	69	304847	0.04	3.08	1026	КП 16	Хаузак
2019-12-07	2015-12-07	5.3	67	301104	0.018	3.262	1026	КП 16	Хаузак
2019-12-08	2015-12-08	5.3	67	301248	0.015	3.216	1026	КП 16	Хаузак
2019-12-16	2015-12-16	5.2	67	303980	0.015	3.123	1026	КП 16	Хаузак
2019-12-17	2015-12-17	5.2	67	304350	0.015	3.081	1026	КП 16	Хаузак
2019-12-26	2015-12-26	5.6	66	280340	0.194	2.945	1026	КП 16	Хаузак
2019-12-27	2015-12-27	5.3	65	294400	0.104	3.061	1026	КП 16	Хаузак
2020-01-05	2016-01-05	5.2	68	298350	0.038	3.135	1026	КП 16	Хаузак
2020-01-06	2016-01-06	5.2	68	298350	0.03	3.107	1026	КП 16	Хаузак
2020-01-12	2016-01-12	5	68	300712	0.5	3.101	1026	КП 16	Хаузак
2020-01-14	2016-01-14	5	67	311577	0.033	3.31	1026	КП 16	Хаузак
2020-01-25	2016-01-25	5	68	315424	0.049	3.312	1026	КП 16	Хаузак
2020-01-26	2016-01-26	5	68	315592	0.039	3.313	1026	КП 16	Хаузак
2020-02-02	2016-02-02	5	68	317364	0.584	3.038	1026	КП 16	Хаузак
2020-02-03	2016-02-03	5	67	307929	0.055	3.181	1026	КП 16	Хаузак
2020-02-15	2016-02-15	5	66	302750	0.05	2.865	1026	КП 16	Хаузак
2020-02-24	2016-02-24	4.8	67	303000	0.08	2.71	1026	КП 16	Хаузак
2020-02-25	2016-02-25	4.8	67	302200	0.05	2.74	1026	КП 16	Хаузак
2020-03-08	2016-03-08	4.8	69	294161	0.056	3.189	1026	КП 16	Хаузак
2020-03-09	2016-03-09	4.8	69	295059	0.035	3.112	1026	КП 16	Хаузак
2020-03-20	2016-03-20	4.8	68	295265	0.021	3.182	1026	КП 16	Хаузак
2020-03-21	2016-03-21	4.7	68	295575	0.023	3.133	1026	КП 16	Хаузак
2020-03-31	2016-03-31	4.6	67	295324	0.033	3.212	1026	КП 16	Хаузак
2020-04-01	2016-04-01	4.6	67	336910	0	2.303	1026	КП 16	Хаузак
2020-04-02	2016-04-02	4.7	68	310042	0	0.358	1026	КП 16	Хаузак
2020-04-09	2016-04-09	4.7	68	316100	0.029	3.304	1026	КП 16	Хаузак
2020-04-10	2016-04-10	4.7	68	315720	0.031	3.29	1026	КП 16	Хаузак
2020-04-19	2016-04-19	4.9	69	309000	0.141	3.231	1026	КП 16	Хаузак
2020-04-20	2016-04-20	4.9	69	308300	0.029	3.148	1026	КП 16	Хаузак
2020-04-29	2016-04-29	4.8	66	305953	0.062	3.094	1026	КП 16	Хаузак
2020-05-09	2016-05-09	4.8	68	299730	0.216	3.04	1026	КП 16	Хаузак
2020-05-10	2016-05-10	4.8	68	299970	0.324	3.05	1026	КП 16	Хаузак
2020-05-19	2016-05-19	4.9	68	299591	0.027	3.041	1026	КП 16	Хаузак
2020-05-20	2016-05-20	4.9	68	300000	0.024	3.041	1026	КП 16	Хаузак
2020-05-26	2016-05-26	5	68	297279	0.052	2.991	1026	КП 16	Хаузак
2020-05-27	2016-05-27	5	68	303902	0.43	2.94	1026	КП 16	Хаузак
2020-05-28	2016-05-28	4.9	68	297120	0.216	2.905	1026	КП 16	Хаузак
2020-06-08	2016-06-08	5	68	287710	0.222	2.964	1026	КП 16	Хаузак
2020-06-09	2016-06-09	5	68	289130	0.325	2.975	1026	КП 16	Хаузак
2020-06-20	2016-06-20	5.7	66	249000	0.103	2.37	1026	КП 16	Хаузак
2020-06-21	2016-06-21	5.7	66	250000	0.117	2.386	1026	КП 16	Хаузак
2020-06-22	2016-06-22	5.7	66	250000	0.128	2.379	1026	КП 16	Хаузак
2020-07-01	2016-07-01	5.6	67	251288	0.119	2.389	1026	КП 16	Хаузак
2020-07-02	2016-07-02	5.6	67	251113	0.138	2.383	1026	КП 16	Хаузак
2020-07-03	2016-07-03	5.6	67	251611	0.137	2.397	1026	КП 16	Хаузак
2020-07-14	2016-07-14	5.7	66	260929	0.089	2.808	1026	КП 16	Хаузак
2020-07-25	2016-07-25	5.5	66	257630	0.086	2.395	1026	КП 16	Хаузак
2020-07-26	2016-07-26	5.5	66	256690	0.095	2.372	1026	КП 16	Хаузак
2020-07-27	2016-07-27	5.5	66	256380	0.092	2.382	1026	КП 16	Хаузак
2020-08-12	2016-08-12	5.8	59	254300	0	2.32	1026	КП 16	Хаузак
2020-08-13	2016-08-13	6.3	61	251900	0.102	0.693	1026	КП 16	Хаузак
2020-08-26	2016-08-26	5.7	64	248073	0.2	2.247	1026	КП 16	Хаузак
2020-08-27	2016-08-27	5.7	65	249553	0.261	2.553	1026	КП 16	Хаузак
2020-08-28	2016-08-28	5.7	64	250121	0.295	2.387	1026	КП 16	Хаузак
2020-09-03	2016-09-03	5.5	64	256400	0.103	2.411	1026	КП 16	Хаузак
2020-09-04	2016-09-04	5.5	64	257238	0.072	2.442	1026	КП 16	Хаузак
2020-09-16	2016-09-16	5.5	64	258743	0.231	2.517	1026	КП 16	Хаузак
2020-09-17	2016-09-17	5.5	64	258840	0.232	2.52	1026	КП 16	Хаузак
2020-10-05	2016-10-05	5	63	280280	0.025	2.729	1026	КП 16	Хаузак
2020-10-06	2016-10-06	5	63	280000	0.027	2.688	1026	КП 16	Хаузак
2020-10-07	2016-10-07	5	62	280100	0.028	2.678	1026	КП 16	Хаузак
2020-10-20	2016-10-20	4.8	64	273941	0.229	2.696	1026	КП 16	Хаузак
2020-10-21	2016-10-21	4.9	64	272565	0.27	2.6	1026	КП 16	Хаузак
2020-10-22	2016-10-22	4.9	64	273350	0.229	2.267	1026	КП 16	Хаузак
2020-11-04	2016-11-04	4.8	65	268200	0.09	2.644	1026	КП 16	Хаузак
2020-11-05	2016-11-05	4.9	65	267000	0.055	2.625	1026	КП 16	Хаузак
2020-11-06	2016-11-06	4.8	65	268500	0.046	2.64	1026	КП 16	Хаузак
2020-11-16	2016-11-16	4.8	64	271031	0.2	2.7	1026	КП 16	Хаузак
2020-11-17	2016-11-17	4.8	64	269810	0.229	2.647	1026	КП 16	Хаузак
2020-12-03	2016-12-03	4.7	67	271200	0.038	2.65	1026	КП 16	Хаузак
2020-12-04	2016-12-04	4.8	67	270700	0.034	2.645	1026	КП 16	Хаузак
2020-12-05	2016-12-05	4.8	65	268500	0.038	2.619	1026	КП 16	Хаузак
2020-12-18	2016-12-18	4.6	65	270096	0.254	2.658	1026	КП 16	Хаузак
2020-12-19	2016-12-19	4.6	65	269733	0.24	2.651	1026	КП 16	Хаузак
2020-12-20	2016-12-20	4.6	65	269508	0.232	2.643	1026	КП 16	Хаузак
2021-01-01	2017-01-01	4.6	65	267530	0.054	2.628	1026	КП 16	Хаузак
2021-01-02	2017-01-02	4.6	65	267514	0.54	2.628	1026	КП 16	Хаузак
2021-01-04	2017-01-04	4.6	65	285841	1.212	3.931	1026	КП 16	Хаузак
2021-01-05	2017-01-05	4.5	65	280794	0.434	0.502	1026	КП 16	Хаузак
2021-01-15	2017-01-15	4.5	65	269280	0.159	2.731	1026	КП 16	Хаузак
2021-01-16	2017-01-16	4.5	65	268740	0.24	2.672	1026	КП 16	Хаузак
2021-01-17	2017-01-17	4.5	65	269080	0.237	2.722	1026	КП 16	Хаузак
2021-01-30	2017-01-30	4.6	65	272232	0.1	2.405	1026	КП 16	Хаузак
2021-01-31	2017-01-31	4.6	65	267371	0.1	2.458	1026	КП 16	Хаузак
2021-02-01	2017-02-01	4.6	65	267932	0.1	2.648	1026	КП 16	Хаузак
2021-02-22	2017-02-22	4.3	65	266024	0.1	2.611	1026	КП 16	Хаузак
2021-02-23	2017-02-23	4.3	65	266808	0.1	2.355	1026	КП 16	Хаузак
2021-02-24	2017-02-24	4.3	65	266800	0.1	2.35	1026	КП 16	Хаузак
2021-03-07	2017-03-07	4.5	63	265710	0.251	2.763	1026	КП 16	Хаузак
2021-03-08	2017-03-08	4.5	63	265190	0.248	2.71	1026	КП 16	Хаузак
2021-03-09	2017-03-09	4.5	63	265190	0.441	2.72	1026	КП 16	Хаузак
2021-03-17	2017-03-17	4.5	64	262760	0.4	2.713	1026	КП 16	Хаузак
2021-03-18	2017-03-18	4.5	64	262560	0.4	2.707	1026	КП 16	Хаузак
2021-03-29	2017-03-29	4.3	63	269184	0.4	2.85	1026	КП 16	Хаузак
2021-03-30	2017-03-30	4.3	63	269040	0.4	2.814	1026	КП 16	Хаузак
2021-04-08	2017-04-08	4.3	64	270581	0.4	2.5	1026	КП 16	Хаузак
2021-04-09	2017-04-09	4.3	64	270050	0.5	2.5	1026	КП 16	Хаузак
2021-04-18	2017-04-18	4	64	272092	0.464	2.5	1026	КП 16	Хаузак
2021-05-01	2017-05-01	4.1	65	269420	0.4	2.5	1026	КП 16	Хаузак
2021-05-02	2017-05-02	4.1	65	269410	0.4	2.5	1026	КП 16	Хаузак
2021-06-01	2017-06-01	4	65	265790	0.4	2	1026	КП 16	Хаузак
2021-06-02	2017-06-02	4	65	266348	0.5	2.2	1026	КП 16	Хаузак
2021-06-03	2017-06-03	4	65	266443	0.5	2.2	1026	КП 16	Хаузак
2021-06-13	2017-06-13	3.9	65	267444	0.4	2.2	1026	КП 16	Хаузак
2021-06-14	2017-06-14	3.9	65	267504	0.4	2.2	1026	КП 16	Хаузак
2021-07-01	2017-07-01	4.2	65	268430	0.4	1.2	1026	КП 16	Хаузак
2021-07-02	2017-07-02	4.2	65	268590	0.4	2.5	1026	КП 16	Хаузак
2021-07-03	2017-07-03	4.2	65	268780	0.4	2.1	1026	КП 16	Хаузак
2021-07-16	2017-07-16	3.9	64	269520	0.4	2	1026	КП 16	Хаузак
2021-07-17	2017-07-17	3.9	64	269760	0.4	2	1026	КП 16	Хаузак
2021-07-18	2017-07-18	3.9	64	269616	0.4	2	1026	КП 16	Хаузак
2021-08-02	2017-08-02	4	65	268435	0.3	1.5	1026	КП 16	Хаузак
2021-08-03	2017-08-03	4	65	268638	0.3	1.5	1026	КП 16	Хаузак
2021-08-17	2017-08-17	4.4	63	267481	0.4	1.4	1026	КП 16	Хаузак
2021-08-18	2017-08-18	4.4	63	268588	0.4	1.4	1026	КП 16	Хаузак
2021-08-30	2017-08-30	4.2	64	262800	0.4	1.5	1026	КП 16	Хаузак
2021-08-31	2017-08-31	4.2	64	261840	0.4	1.5	1026	КП 16	Хаузак
2021-09-01	2017-09-01	4.1	64	261950	0.4	1.5	1026	КП 16	Хаузак
2021-09-02	2017-09-02	4.1	64	262272	0.4	1.5	1026	КП 16	Хаузак
2021-09-03	2017-09-03	4.1	64	262560	0.4	1.5	1026	КП 16	Хаузак
2021-09-16	2017-09-16	4	64	264587	0.4	1.8	1026	КП 16	Хаузак
2021-09-17	2017-09-17	4	64	264667	0.4	1.5	1026	КП 16	Хаузак
2021-09-18	2017-09-18	4	64	264771	0.37	1.5	1026	КП 16	Хаузак
2021-09-30	2017-09-30	3.9	64	263651	0.33	1.5	1026	КП 16	Хаузак
2021-10-01	2017-10-01	3.9	64	263570	0.3	1.5	1026	КП 16	Хаузак
2021-10-15	2017-10-15	4.2	65	268920	0.4	2.5	1026	КП 16	Хаузак
2021-10-16	2017-10-16	4.2	65	267500	0.4	2.2	1026	КП 16	Хаузак
2021-10-17	2017-10-17	4.2	65	270100	0.4	2.2	1026	КП 16	Хаузак
2021-10-18	2017-10-18	4	65	269760	0.4	2	1026	КП 16	Хаузак
2021-10-27	2017-10-27	3.9	65	264200	0.4	1.6	1026	КП 16	Хаузак
2021-10-28	2017-10-28	3.9	65	264096	0.4	1.6	1026	КП 16	Хаузак
2021-10-31	2017-10-31	3.8	65	265440	0.337	1.6	1026	КП 16	Хаузак
2021-11-01	2017-11-01	3.8	65	264144	0.1	1.6	1026	КП 16	Хаузак
2021-11-02	2017-11-02	3.8	65	264192	0.1	1.6	1026	КП 16	Хаузак
2021-11-10	2017-11-10	4	65	264000	0.1	1.6	1026	КП 16	Хаузак
2021-11-11	2017-11-11	4	65	263890	0.4	1.5	1026	КП 16	Хаузак
2021-11-12	2017-11-12	4	65	263954	0.4	1.5	1026	КП 16	Хаузак
2021-11-15	2017-11-15	4	65	263945	0.4	1.4	1026	КП 16	Хаузак
2021-11-16	2017-11-16	4	65	263564	0.4	1.4	1026	КП 16	Хаузак
2021-11-18	2017-11-18	3.9	65	267995	0.296	1.5	1026	КП 16	Хаузак
2021-11-26	2017-11-26	3.7	63	266198	0.4	1.5	1026	КП 16	Хаузак
2021-11-27	2017-11-27	3.7	63	266013	0.4	1.5	1026	КП 16	Хаузак
2021-12-01	2017-12-01	3.7	63	267362	0.4	1.5	1026	КП 16	Хаузак
2021-12-02	2017-12-02	3.7	63	266424	0.4	1.5	1026	КП 16	Хаузак
2021-12-17	2017-12-17	3.9	64	259250	0.4	1.5	1026	КП 16	Хаузак
2021-12-26	2017-12-26	3.7	64	262560	0.4	1.5	1026	КП 16	Хаузак
2021-12-27	2017-12-27	3.7	64	260256	0.415	1.5	1026	КП 16	Хаузак
2021-12-28	2017-12-28	3.7	64	260112	0.423	1.5	1026	КП 16	Хаузак
2022-01-08	2018-01-08	4	64	257439	0.4	1.5	1026	КП 16	Хаузак
2022-01-09	2018-01-09	4	64	257000	0.4	1.5	1026	КП 16	Хаузак
2022-01-18	2018-01-18	3.7	64	257376	0.4	1.5	1026	КП 16	Хаузак
2022-01-19	2018-01-19	3.7	64	262366	0.4	1.7	1026	КП 16	Хаузак
2022-02-08	2018-02-08	3.7	64	256850	0.4	1.56	1026	КП 16	Хаузак
2022-02-09	2018-02-09	3.7	64	257520	0.427	1.545	1026	КП 16	Хаузак
2022-02-18	2018-02-18	3.7	64	257280	0.476	1.553	1026	КП 16	Хаузак
2022-02-19	2018-02-19	3.7	64	256512	0.438	1.547	1026	КП 16	Хаузак
2022-02-28	2018-02-28	3.8	64	256800	0.479	1.531	1026	КП 16	Хаузак
2022-03-01	2018-03-01	3.8	64	256080	0.437	1.534	1026	КП 16	Хаузак
2022-03-10	2018-03-10	3.7	64	256100	0.348	2.814	1026	КП 16	Хаузак
2022-03-11	2018-03-11	3.8	64	255751	0.447	1.541	1026	КП 16	Хаузак
2022-03-12	2018-03-12	3.7	64	255902	0.443	1.54	1026	КП 16	Хаузак
2022-03-13	2018-03-13	3.7	64	255968	0.436	1.5	1026	КП 16	Хаузак
2022-03-23	2018-03-23	3.6	64	256039	0.45	1.542	1026	КП 16	Хаузак
2022-03-24	2018-03-24	3.6	64	257712	0.446	1.543	1026	КП 16	Хаузак
2022-03-25	2018-03-25	3.6	64	256915	0.438	1.54	1026	КП 16	Хаузак
2022-04-09	2018-04-09	3.8	65	255260	0.361	1.538	1026	КП 16	Хаузак
2022-04-10	2018-04-10	3.8	65	255600	0.42	1.539	1026	КП 16	Хаузак
2022-05-02	2018-05-02	4.3	63	235612	0.379	1.537	1026	КП 16	Хаузак
2022-05-19	2018-05-19	3.8	64	250224	0.033	1.532	1026	КП 16	Хаузак
2022-05-25	2018-05-25	3.8	64	249816	0.377	1.531	1026	КП 16	Хаузак
2022-05-26	2018-05-26	3.8	64	249950	0.437	1.5	1026	КП 16	Хаузак
2022-06-02	2018-06-02	3.7	64	250850	0.357	1.53	1026	КП 16	Хаузак
2022-06-03	2018-06-03	3.7	64	251380	0.43	1.534	1026	КП 16	Хаузак
2022-06-15	2018-06-15	3.9	64	251800	0.463	1.528	1026	КП 16	Хаузак
2022-06-16	2018-06-16	3.8	64	251500	0.432	1.528	1026	КП 16	Хаузак
2022-06-17	2018-06-17	3.8	64	251200	0.432	1.528	1026	КП 16	Хаузак
2022-06-29	2018-06-29	3.7	64	249850	0.33	1.52	1026	КП 16	Хаузак
2022-06-30	2018-06-30	3.7	64	249868	0.326	1.523	1026	КП 16	Хаузак
2022-07-01	2018-07-01	3.7	64	250320	0.325	1.525	1026	КП 16	Хаузак
2022-07-04	2018-07-04	3.7	64	249774	0.363	1.521	1026	КП 16	Хаузак
2022-08-03	2018-08-03	4	58	244560	0.4	0.617	1026	КП 16	Хаузак
2022-08-04	2018-08-04	4.2	58	244300	0.443	0.58	1026	КП 16	Хаузак
2022-08-15	2018-08-15	4.4	67	234453	0.445	0.521	1026	КП 16	Хаузак
2022-08-16	2018-08-16	4.4	67	236414	0.4	0.418	1026	КП 16	Хаузак
2022-08-17	2018-08-17	4.3	67	237043	0.4	0.529	1026	КП 16	Хаузак
2022-08-30	2018-08-30	3.6	65	248407	0.4	1.548	1026	КП 16	Хаузак
2022-08-31	2018-08-31	3.6	65	248568	0.4	1.539	1026	КП 16	Хаузак
2022-09-01	2018-09-01	3.6	63	248794	0.33	1.537	1026	КП 16	Хаузак
2022-09-13	2018-09-13	3.9	65	247109	0.34	1.536	1026	КП 16	Хаузак
2022-09-14	2018-09-14	3.7	65	248602	0.33	1.532	1026	КП 16	Хаузак
2022-09-15	2018-09-15	3.7	65	249030	0.4	1.531	1026	КП 16	Хаузак
2022-09-25	2018-09-25	3.6	67	244660	0.4	1.555	1026	КП 16	Хаузак
2022-09-26	2018-09-26	3.6	67	244800	0.428	1.533	1026	КП 16	Хаузак
2022-10-05	2018-10-05	3.6	67	244300	0.45	1.537	1026	КП 16	Хаузак
2022-10-06	2018-10-06	3.9	67	253400	0.425	1.678	1026	КП 16	Хаузак
2022-10-07	2018-10-07	3.8	67	252900	0.42	1.58	1026	КП 16	Хаузак
2022-10-15	2018-10-15	3.5	68	245696	0.423	1.548	1026	КП 16	Хаузак
2022-10-16	2018-10-16	3.5	68	245229	0.425	1.538	1026	КП 16	Хаузак
2022-10-25	2018-10-25	3.5	67	243945	0.4	1.531	1026	КП 16	Хаузак
2022-10-26	2018-10-26	3.5	66	243768	0.446	1.531	1026	КП 16	Хаузак
2022-11-05	2018-11-05	4	66	230014	0.108	0.53	1026	КП 16	Хаузак
2022-11-06	2018-11-06	4.2	66	229579	0.1	0.524	1026	КП 16	Хаузак
2022-11-15	2018-11-15	3.7	67	232610	0.362	1.552	1026	КП 16	Хаузак
2022-11-16	2018-11-16	3.7	67	237010	0.423	1.54	1026	КП 16	Хаузак
2022-11-25	2018-11-25	3.5	67	241500	0.5	1.563	1026	КП 16	Хаузак
2022-11-26	2018-11-26	3.5	67	241400	0.5	1.542	1026	КП 16	Хаузак
2022-12-05	2018-12-05	3.6	67	239400	0.5	1.551	1026	КП 16	Хаузак
2022-12-06	2018-12-06	3.6	67	239300	0.5	1.539	1026	КП 16	Хаузак
2022-12-25	2018-12-25	3.5	67	239800	0.5	1.548	1026	КП 16	Хаузак
2022-12-26	2018-12-26	3.5	67	239600	0.5	1.545	1026	КП 16	Хаузак
2023-01-09	2019-01-09	3.5	67	236590	0.5	1.569	1026	КП 16	Хаузак
2023-01-10	2019-01-10	3.5	67	236120	0.326	1.556	1026	КП 16	Хаузак
2023-01-19	2019-01-19	3.6	52	236200	0.378	1.545	1026	КП 16	Хаузак
2023-01-20	2019-01-20	3.6	52	238300	0.32	1.551	1026	КП 16	Хаузак
2023-01-29	2019-01-29	3.6	69	239500	0.5	1.563	1026	КП 16	Хаузак
2023-01-30	2019-01-30	3.7	69	239640	0.437	1.547	1026	КП 16	Хаузак
2023-01-31	2019-01-31	3.7	69	239661	0.435	1.548	1026	КП 16	Хаузак
2023-02-09	2019-02-09	3.5	67	237697	0.368	1.55	1026	КП 16	Хаузак
2023-02-10	2019-02-10	3.5	67	237337	0.4	1.543	1026	КП 16	Хаузак
2023-02-19	2019-02-19	3.5	66	235824	0.4	1.557	1026	КП 16	Хаузак
2023-02-20	2019-02-20	3.4	66	236866	0.422	1.551	1026	КП 16	Хаузак
2023-03-09	2019-03-09	3.4	57	236930	0.444	1.534	1026	КП 16	Хаузак
2023-03-10	2019-03-10	3.4	57	236780	0.436	1.536	1026	КП 16	Хаузак
2023-03-19	2019-03-19	3.4	57	235700	0.45	1.539	1026	КП 16	Хаузак
2023-03-20	2019-03-20	3.4	57	235400	0.439	1.539	1026	КП 16	Хаузак
2023-03-29	2019-03-29	3.5	67	235060	0.373	1.293	1026	КП 16	Хаузак
2023-03-30	2019-03-30	3.5	67	233827	0.39	1.527	1026	КП 16	Хаузак
2023-03-31	2019-03-31	3.5	67	234430	0.435	1.532	1026	КП 16	Хаузак
2023-04-09	2019-04-09	3.5	67	234770	0.436	1.534	1026	КП 16	Хаузак
2023-04-10	2019-04-10	3.5	67	234760	0.42	1.593	1026	КП 16	Хаузак
2023-04-19	2019-04-19	3.5	67	233568	0.45	1.528	1026	КП 16	Хаузак
2023-04-20	2019-04-20	3.5	67	250243	0.456	1.602	1026	КП 16	Хаузак
2023-04-27	2019-04-27	3.6	67	235200	0.363	1.541	1026	КП 16	Хаузак
2023-04-28	2019-04-28	3.6	67	235680	0.42	0.534	1026	КП 16	Хаузак
2023-05-09	2019-05-09	3.6	68	233900	0.46	1.542	1026	КП 16	Хаузак
